Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6076-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2016-03-08,$278.99,$449.99,$171.00,31.0,$593.58,0.09,$0.00,$597.56,$49.00,$591.65
6077-1,2015-09-27,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Yvette Biti,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-09-27,$12.39,$19.98,$7.59,8.0,$679.32,0.05,$40.76,$638.56,$5.77,$644.33
6078-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015-06-30,$2.25,$3.69,$1.44,13.0,$63.36,0.02,$5.74,$57.83,$2.50,$59.55
6079-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-16,$11.04,$16.98,$5.94,39.0,$335.00,0.09,$38.16,$326.19,$12.39,$333.96
6079-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-05-18,$2.50,$5.68,$3.18,15.0,$127.00,0.1,$5.16,$123.84,$3.60,$120.46
6079-1,2016-02-23,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Low,Apex Elite Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-02-24,$3.42,$8.34,$4.92,37.0,$253.84,0.09,$21.91,$253.89,$2.64,$253.47
6079-1,2016-05-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016-05-14,$0.24,$1.26,$1.02,29.0,$64.36,0.09,$5.94,$63.86,$0.70,$65.46
6081-1,2015-09-09,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Medium,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-09-11,$3.50,$5.74,$2.24,20.0,$149.24,0.03,$4.48,$145.76,$5.01,$149.77
6081-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-09-30,$3.50,$5.74,$2.24,38.0,$149.24,0.03,$4.48,$144.76,$5.01,$149.77
6081-1,2015-04-08,Carol Triggs,"484 George St,Sydney",Sydney,NSW,Corporate,Radhya Staples,Low,Binder Posts,Technology,Small Box,Regular Air,2015-04-09,$3.50,$5.74,$2.24,29.0,$149.24,0.03,$4.48,$144.76,$5.01,$149.77
6081-1,2016-03-06,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Pack,Regular Air,2017-02-07,$1.53,$2.78,$1.25,9.0,$88.74,0.07,$0.00,$88.74,$1.34,$89.94
6082-1,2016-02-17,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Critical,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2016-02-18,$377.99,$599.99,$222.00,28.0,"$1,247.11",0.04,$121.67,"$1,205.41",$24.49,"$1,219.33"
6082-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-02-13,$1.53,$2.78,$1.25,5.0,$533.35,0.05,$49.53,$528.39,$1.34,$539.69
6083-1,2015-10-01,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,2015-10-10,$2.98,$5.84,$2.86,1.0,$7.80,0.0,$0.70,$7.10,$0.83,$8.73
6083-1,2015-10-01,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-10-10,$4.48,$8.14,$3.66,19.0,$7.80,0.0,$0.70,$7.10,$3.12,$8.73
6083-1,2015-01-07,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,High,Artisan File Folder Labels,Office Supplies,Wrap Bag,Regular Air,2015-01-09,$1.84,$2.88,$1.04,2.0,$7.10,0.04,$0.70,$8.00,$5.33,$8.73
6084-1,2016-04-23,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Binder Posts,Technology,Small Box,Express Air,2016-04-24,$3.50,$5.74,$2.24,27.0,$6.94,0.05,$0.54,$6.04,$5.01,$10.23
6088-1,2015-10-13,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Preston Senome,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-10-15,$278.99,$449.99,$171.00,32.0,"$21,149.53",0.04,$422.99,"$20,726.54",$49.00,"$20,775.54"
6088-1,2016-01-28,Patrick ODonnell,"12 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-01-29,$4.79,$11.97,$7.18,39.0,$542.12,0.07,$42.35,$385.19,$5.81,$501.38
6088-1,2015-10-13,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,2015-10-15,$278.99,$449.99,$171.00,18.0,"$21,149.53",0.02,$422.99,"$20,726.54",$49.00,"$20,775.54"
6088-1,2015-10-13,Clytie Kelty,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015-10-15,$278.99,$449.99,$171.00,3.0,"$21,149.53",0.1,$422.99,"$20,726.54",$49.00,"$20,775.54"
6088-1,2015-10-13,Clytie Kelty,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,2015-10-15,$278.99,$449.99,$171.00,36.0,"$21,149.53",0.1,$422.99,"$20,726.54",$49.00,"$20,775.54"
6091-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan Reinforcements for Hole-Punch Pages,Technology,Small Box,Regular Air,2015-08-30,$1.19,$1.98,$0.79,16.0,$52.46,0.1,$2.19,$52.20,$4.77,$59.67
6091-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2015-10-15,$0.94,$1.88,$0.94,39.0,$111.15,0.1,$7.78,$103.37,$0.79,$104.39
6091-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2015-10-15,$0.94,$1.88,$0.94,50.0,$111.15,0.07,$7.78,$103.37,$0.79,$104.39
6091-1,2016-01-17,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2016-01-19,$1.18,$1.88,$0.70,9.0,$78.02,0.09,$0.00,$78.51,$1.49,$74.93
6091-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-11-15,$2.50,$5.68,$3.18,23.0,$246.70,0.09,$2.67,$232.77,$3.60,$239.54
6091-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2016-07-18,$0.94,$2.08,$1.14,19.0,$80.46,0.09,$7.25,$77.45,$2.56,$70.92
6091-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-07-18,$3.52,$5.68,$2.16,33.0,$131.48,0.07,$6.54,$121.52,$1.39,$128.55
6092-1,2015-10-24,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Pack,Regular Air,2015-10-26,$3.52,$5.68,$2.16,34.0,$173.43,0.0,$0.00,$173.43,$1.39,$173.93
6093-1,2016-05-26,Jim Karlsson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Critical,Self-Adhesive Removable Labels,Office Supplies,Wrap Bag,Express Air,2016-05-27,$1.98,$3.15,$1.17,16.0,$3.82,0.09,$0.34,$4.06,$0.49,$4.16
6094-1,2013-05-21,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-31,$156.50,$300.97,$144.47,20.0,"$2,219.55",0.1,$200.79,"$2,204.95",$7.18,"$2,299.45"
6094-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Pack,Regular Air,2015-10-24,$1.19,$1.98,$0.79,2.0,$7.92,0.01,$0.63,$7.29,$4.77,$12.06
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Critical,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-10-23,$3.95,$6.08,$2.13,12.0,$10.47,0.1,$0.10,$10.37,$1.82,$11.13
6095-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Express Air,2016-07-18,$8.82,$20.99,$12.17,33.0,$542.60,0.02,$7.56,$512.00,$4.81,$518.29
6095-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Alto Parchment Paper, Assorted Colors",Technology,Small Pack,Regular Air,2016-01-14,$4.59,$7.28,$2.69,8.0,$542.20,0.1,$43.02,$423.10,$11.15,$420.95
6095-1,2013-11-17,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2013-11-18,$1.18,$1.88,$0.70,22.0,$105.68,0.06,$10.34,$10.37,$1.49,$11.13
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Box,Regular Air,2015-10-23,$3.95,$6.08,$2.13,9.0,$10.47,0.01,$0.10,$10.37,$1.82,$11.13
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Low,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-10-23,$2.13,$3.49,$1.36,21.0,$10.47,0.0,$0.10,$10.37,$0.76,$11.13
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,$1.18,$1.88,$0.70,43.0,$10.45,0.08,$0.10,$10.34,$1.49,$11.14
6096-1,2015-10-21,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,$1.18,$1.88,$0.70,40.0,$11.28,0.01,$0.79,$10.49,$1.49,$11.98
6096-1,2015-10-21,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,$1.18,$1.88,$0.70,47.0,$11.28,0.0,$0.79,$10.49,$1.49,$11.98
6097-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-08-08,$54.29,$90.48,$36.19,24.0,$442.94,0.05,$42.41,"$4,926.94",$19.99,"$4,922.95"
6097-1,2013-08-02,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2013-08-04,$4.79,$11.97,$7.18,5.0,$976.26,0.05,$9.66,$971.24,$5.81,$976.42
6097-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2014-01-17,$3.88,$6.47,$2.59,42.0,$131.85,0.07,$10.79,$105.29,$1.22,$105.20
6097-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,2015-10-24,$1.84,$2.88,$1.04,41.0,$7.92,0.02,$0.63,$7.29,$0.99,$12.06
6097-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Express Air,2015-08-31,$1.60,$2.62,$1.02,39.0,$114.66,0.03,$4.59,$110.07,$0.80,$110.88
6097-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-10-24,$1.84,$2.88,$1.04,50.0,$7.92,0.02,$0.63,$7.29,$0.99,$12.06
6098-1,2015-10-24,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Box,Regular Air,2015-10-26,$4.53,$7.30,$2.77,8.0,$248.00,0.01,$7.45,$240.75,$7.72,$248.47
6098-1,2015-05-07,Cari Schnelling,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,2015-05-08,$3.48,$5.43,$1.95,42.0,$65.10,0.0,$5.25,$59.67,$0.95,$60.68
6098-1,2016-10-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-10-14,$4.79,$11.97,$7.18,37.0,$636.52,0.01,$49.25,$522.69,$5.81,$538.76
6099-1,2013-11-07,Dennis Kane,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2013-11-08,$21.56,$36.55,$14.99,23.0,$205.62,0.1,$14.33,$192.73,$13.89,$193.92
6099-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2015-10-24,$2.29,$3.69,$1.40,39.0,$7.92,0.08,$0.72,$7.28,$0.50,$12.10
6099-1,2015-10-24,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015-10-26,$2.25,$3.69,$1.44,42.0,$173.43,0.1,$0.00,$173.43,$2.50,$175.93
6099-1,2015-07-02,Randy Ferguson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2015-07-09,$2.90,$4.76,$1.86,47.0,$10.88,0.07,$0.49,$10.29,$0.88,$10.78
6100-1,2015-10-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,Medium,HFX 6S Scientific Calculator,Office Supplies,Wrap Bag,Regular Air,2015-10-30,$7.92,$12.99,$5.07,43.0,$597.54,0.03,$5.98,$591.56,$9.44,$601.00
6100-1,2015-10-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Express Air,2015-10-30,$21.56,$36.55,$14.99,2.0,$597.54,0.03,$5.98,$591.56,$13.89,$601.00
6100-1,2015-10-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,Critical,HFX 6S Scientific Calculator,Technology,Small Box,Regular Air,2015-10-30,$7.92,$12.99,$5.07,32.0,$597.54,0.1,$5.98,$591.56,$9.44,$601.00
6100-1,2015-10-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,Low,HFX 6S Scientific Calculator,Technology,Small Pack,Regular Air,2015-10-30,$7.92,$12.99,$5.07,5.0,$597.54,0.0,$5.98,$591.56,$9.44,$601.00
6100-1,2017-01-08,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan 478 Labels,Technology,Large Box,Regular Air,2017-01-09,$3.14,$4.91,$1.77,10.0,$25.92,0.01,$0.00,$25.92,$0.50,$26.91
6100-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2016-09-28,$60.59,$100.98,$40.39,8.0,$306.71,0.09,$65.46,$300.93,$7.18,$305.99
6102-1,2014-10-23,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2014-10-26,$54.29,$90.48,$36.19,39.0,"$7,099.52",0.08,$819.98,"$7,543.24",$19.99,"$7,624.35"
6102-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-05-13,$32.02,$152.48,$120.46,50.0,"$4,149.75",0.09,$239.59,"$4,246.59",$4.00,"$4,045.59"
6103-1,2015-05-04,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,Critical,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Small Box,Regular Air,2015-05-05,$21.56,$35.94,$14.38,8.0,"$1,457.68",0.0,$102.99,"$1,343.67",$6.66,"$1,363.64"
6103-1,2014-12-06,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,Radhya Staples,High,Fluorescent Highlighters by DrawIt,Office Supplies,Small Box,Regular Air,2014-12-08,$1.95,$3.98,$2.03,30.0,"$1,345.28",0.08,$11.00,"$1,343.08",$0.83,"$1,360.58"
6103-1,2016-03-09,Shirley Schmidt,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-03-10,$54.29,$90.48,$36.19,10.0,$484.48,0.01,$34.87,$444.25,$19.99,$453.25
6103-1,2016-08-24,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Corporate,Samantha Chairs,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-08-24,$0.24,$1.26,$1.02,44.0,$63.36,0.0,$0.60,$63.56,$0.70,$64.43
6104-1,2015-11-01,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Low,Security-Tint Envelopes,Office Supplies,Small Pack,Regular Air,2015-11-04,$4.89,$7.64,$2.75,42.0,$48.96,0.03,$4.41,$44.55,$1.39,$45.56
6104-1,2016-01-17,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Artisan 481 Labels,Technology,Small Box,Regular Air,2016-01-17,$1.94,$3.08,$1.14,45.0,$292.32,0.0,$29.23,$263.09,$0.99,$243.65
6104-1,2016-12-10,Jeenine Kunder,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 487 Labels,Furniture,Large Box,Regular Air,2016-12-12,$2.29,$3.69,$1.40,20.0,$159.30,0.05,$7.49,$144.61,$0.50,$145.82
6104-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Box,Regular Air,2015-05-21,$56.16,$136.98,$80.82,12.0,"$4,539.85",0.04,$330.98,"$4,353.55",$24.49,"$4,363.43"
6104-1,2015-11-01,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,2015-11-03,$3.39,$1.34,$2.87,19.0,$200.22,0.0,$14.02,$186.20,$0.87,$187.40
6104-2,2015-11-01,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,2015-11-06,$1.30,$2.88,$1.58,37.0,$48.96,0.01,$4.41,$44.55,$1.01,$45.56
6106-1,2015-05-08,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,2015-05-09,$377.99,$599.99,$222.00,10.0,"$8,299.54",0.04,$54.05,"$7,950.24",$24.49,"$7,407.25"
6107-1,2015-04-10,Bradley Nguyen,"81 MacLeay St,Potts Point",Sydney,NSW,Small Business,Samantha Chairs,Critical,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2015-04-13,$54.52,$100.97,$46.45,16.0,"$4,845.84",0.01,$390.88,"$4,735.64",$7.18,"$4,791.60"
6108-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Furniture,Large Box,Regular Air,2016-06-14,$1.18,$1.88,$0.70,3.0,$33.36,0.1,$2.47,$33.89,$1.49,$33.09
6108-1,2015-11-06,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,2015-11-06,$11.11,$19.84,$8.73,19.0,$599.80,0.0,$23.99,$575.81,$4.10,$581.31
6109-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-10-15,$54.29,$90.48,$36.19,23.0,"$1,959.52",0.01,$787.82,"$1,808.43",$19.99,"$1,815.82"
6109-1,2015-12-19,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2015-12-21,$3.75,$7.08,$3.33,9.0,$245.60,0.09,$14.36,$243.69,$2.35,$244.90
6109-1,2016-05-21,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,TechSavi Cordless Keyboard,Technology,Small Box,Regular Air,2016-05-22,$17.84,$34.99,$17.15,29.0,"$1,421.68",0.03,$111.00,"$1,350.28",$5.50,"$1,363.15"
6110-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016-06-20,$1.60,$2.62,$1.02,26.0,$73.60,0.08,$3.37,$74.95,$0.80,$76.45
6111-1,2014-10-12,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,2014-10-14,$2.39,$4.26,$1.87,1.0,$118.80,0.04,$11.88,$106.92,$1.20,$110.68
6111-1,2016-02-03,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-03-02,$1.18,$1.88,$0.70,39.0,$206.62,0.08,$20.66,$193.04,$1.49,$199.44
6111-1,2015-02-08,Doug Bickford,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2015-02-10,$4.19,$10.23,$6.04,24.0,$199.00,0.1,$5.98,$183.08,$4.68,$186.09
6112-1,2016-12-04,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Express Air,2016-12-05,$54.29,$90.48,$36.19,10.0,$486.86,0.01,$32.87,$430.05,$19.99,$354.07
6112-1,2015-01-07,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2015-01-09,$0.93,$1.48,$0.55,41.0,$28.12,0.08,$0.00,$28.12,$0.70,$28.82
6112-1,2015-11-10,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2015-11-14,$0.93,$1.48,$0.55,21.0,$28.12,0.05,$0.00,$28.12,$0.70,$28.82
